,Unnamed: 0,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
51,51,962175062324404224,2018-02-10,09:33:05,அழகான பையனுக்கு அசிங்கமான பொண்ணுதான் அமையுமாமே..மதுரைல அழகான பொண்ணுனா ஈசியா தேடிரலாம். அசிங்கமான பொண்ணுக்கு நான் எங்க போவேன் 😒😏🚶🏻‍♂🚶,Sri Lanka Standard Time,0,3109147004,im_bahavathar19,0,0,,,None,,https://twitter.com/im_bahavathar19/status/962175062324404224,அசிங்கமான
52,52,961908456667009024,2018-02-09,15:53:42,உலகத்திலேயே கேடுகெட்ட அசிங்கமான உண்ணாவிரதம் உன்னுடைய உண்ணாவிரதம் தான்...டூபாக்கூர் பார்ட்டி...உண்ணாவிரதத்தை அசிங்கப்படுத்திய சோடா பாட்டில் ஜீயர்...Porambokku poruki potta payale. Seruppu pinchirum👠👠Odi poiru #jeeyar #Vairamuthu #hraja https://twitter.com/thatsTamil/status/961902691336175616 …,Sri Lanka Standard Time,3,4863939074,Sarojiniranjani,1,1,"#jeeyar,#Vairamuthu,#hraja",,None,,https://twitter.com/Sarojiniranjani/status/961908456667009024,அசிங்கமான
53,53,961906663719550978,2018-02-09,15:46:34,"அக்குளில் உள்ள அசிங்கமான கருமையை வீட்டில் உள்ள பொருட்களை வைத்து நீக்குவது எப்படி..?வீடியோக்களை Whatsapp, Email...  https://fb.me/9lylDRsEi ",Sri Lanka Standard Time,0,3043499633,lovefmin,0,0,,,None,,https://twitter.com/lovefmin/status/961906663719550978,அசிங்கமான
54,54,961906587806781440,2018-02-09,15:46:16,"அக்குளில் உள்ள அசிங்கமான கருமையை வீட்டில் உள்ள பொருட்களை வைத்து நீக்குவது எப்படி..?வீடியோக்களை Whatsapp, Email...  https://fb.me/HnJx7rwk ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/961906587806781440,அசிங்கமான
55,55,961904891621924864,2018-02-09,15:39:32,@thatsTamil உலகத்திலேயே கேடுகெட்ட அசிங்கமான உண்ணாவிரதம் உன்னுடைய உண்ணாவிரதம் தான்...டூபாக்கூர் பார்ட்டி...உண்ணாவிரதத்தை அசிங்கப்படுத்திய சோடா பாட்டில் ஜீயர்...,Sri Lanka Standard Time,1,869951286824849410,vijayapandian06,0,0,,,None,thatsTamil,https://twitter.com/vijayapandian06/status/961904891621924864,அசிங்கமான
56,56,961823625966886912,2018-02-09,10:16:36,முகத்தில் உள்ள அசிங்கமான பிம்பிளை போக்க வேண்டுமா? வாரத்தில் 2 முறை இப்படி செய்தால் போதும்..!வீடியோக்களை...  https://fb.me/V2eTQ3CO ,Sri Lanka Standard Time,0,3043499633,lovefmin,0,0,,,None,,https://twitter.com/lovefmin/status/961823625966886912,அசிங்கமான
57,57,961823512578019328,2018-02-09,10:16:09,முகத்தில் உள்ள அசிங்கமான பிம்பிளை போக்க வேண்டுமா? வாரத்தில் 2 முறை இப்படி செய்தால் போதும்..!வீடியோக்களை...  https://fb.me/7j2GBCwdz ,Sri Lanka Standard Time,0,2736569844,Tamilvoicecom,0,0,,,None,,https://twitter.com/Tamilvoicecom/status/961823512578019328,அசிங்கமான
58,58,961823456797970433,2018-02-09,10:15:56,முகத்தில் உள்ள அசிங்கமான பிம்பிளை போக்க வேண்டுமா? வாரத்தில் 2 முறை இப்படி செய்தால் போதும்..!வீடியோக்களை...  https://fb.me/2vMs9nfss ,Sri Lanka Standard Time,0,2615598289,Tamiltvcom,0,0,,,None,,https://twitter.com/Tamiltvcom/status/961823456797970433,அசிங்கமான
59,59,961821129357721601,2018-02-09,10:06:41,முகத்தில் உள்ள அசிங்கமான பிம்பிளை போக்க வேண்டுமா? வாரத்தில் 2 முறை இப்படி செய்தால் போதும்..!வீடியோக்களை...  https://fb.me/GzF7nWr4 ,Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/961821129357721601,அசிங்கமான
60,60,961814384342286339,2018-02-09,09:39:53,எதிர்க்குரல்: மனித ZOO - அறிவியலின் அசிங்கமான இரகசியங்கள்...  http://www.ethirkkural.com/2011/10/zoo.html …,Sri Lanka Standard Time,0,801992684382498816,maanickavelu,0,0,,,None,,https://twitter.com/maanickavelu/status/961814384342286339,அசிங்கமான
61,61,961798792478580736,2018-02-09,08:37:56,"@Indian_hindu1 @nanthamdu3 @B6Eciwhlc4se84p @anbalagan147 அவர்கள் தான் உயிரோட்டமாக,ஆன்மீக புரட்சி செய்து வந்தனர். நாட்டை அடிமைபடுத்திய சூட்சுமத்தை உணரந்தவர்கள்.கிறிஸ்தவ ஆங்கிலேயன் வெறுமனே நம்மை அடிமை படுத்தி ஆளவில்லை. இந்தியர்களில் பலவீனமானவர்களை  பல நேர்மையற்ற அசிங்கமான வழிகளில் அடிமைபடுத்தி, கிறிஸ்தவ னாக மதமாற்றிதான் ஆண்டு வந்தான். ஆக",Sri Lanka Standard Time,0,2962301731,nalliah1948,2,0,,,None,"anbalagan147,B6Eciwhlc4se84p,nanthamdu3,Indian_hindu1",https://twitter.com/nalliah1948/status/961798792478580736,அசிங்கமான
62,62,961650798848438274,2018-02-08,22:49:51,@ThanthiTV தொடர் சர்ச்சைகளுக்கு காரணம் வரம்பு மீறலும் சகிப்புத்தன்மை இல்லாததும் என்றாலும்  ..மிக அடிப்படையான காரணம் பார்ப்பன ஈனப்பயலுவஅடிப்படை ஒழுக்க நெறிகளைக் கடைப்பிடிக்க மறுத்து கேவலமான  வேசித்தனமான அசிங்கமான வாழ்க்கை வாழ்வது மட்டுமே.,Sri Lanka Standard Time,0,865808092780298240,Arivazhi,0,0,,,None,ThanthiTV,https://twitter.com/Arivazhi/status/961650798848438274,அசிங்கமான
63,63,961524160827666433,2018-02-08,14:26:38,"முகத்தில் அசிங்கமான கரும்புள்ளிகளா? தக்காளியை இப்படி யூஸ் பண்ணுங்க..!வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/L6YdDs6d ",Sri Lanka Standard Time,0,3043499633,lovefmin,0,0,,,None,,https://twitter.com/lovefmin/status/961524160827666433,அசிங்கமான
64,64,961523281399558144,2018-02-08,14:23:09,"முகத்தில் அசிங்கமான கரும்புள்ளிகளா? தக்காளியை இப்படி யூஸ் பண்ணுங்க..!வீடியோக்களை Whatsapp, Email இல் பெற...  https://fb.me/4pP66AJKQ ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/961523281399558144,அசிங்கமான
65,65,961494624715067392,2018-02-08,12:29:16,"பிட்டத்தில் வரும் அசிங்கமான பருக்கள், கருமையைப் போக்க இதோ சில இயற்கை வழிகள்!வீடியோக்களை Whatsapp, Email இல்...  https://fb.me/1lAe1cypT ",Sri Lanka Standard Time,0,3043499633,lovefmin,0,0,,,None,,https://twitter.com/lovefmin/status/961494624715067392,அசிங்கமான
66,66,961494104847896576,2018-02-08,12:27:12,"பிட்டத்தில் வரும் அசிங்கமான பருக்கள், கருமையைப் போக்க இதோ சில இயற்கை வழிகள்!வீடியோக்களை Whatsapp, Email இல்...  https://fb.me/230eq2LWQ ",Sri Lanka Standard Time,0,22750228,ntamil,0,0,,,None,,https://twitter.com/ntamil/status/961494104847896576,அசிங்கமான
67,67,961451213504966656,2018-02-08,09:36:46,@gnanaraja3 அசிங்கமான அசுத்தமான துர்நாற்றமானஉடலைப் போற்றுகின்ற வாழ்வு கவலைகளே பரிசு,Sri Lanka Standard Time,1,921683583349256195,Muruges77619755,0,0,,,None,gnanaraja3,https://twitter.com/Muruges77619755/status/961451213504966656,அசிங்கமான
